dataset,basis,metric,dire_method,competitor,competitor_display,pair_id_field,paired_record_count,paired_ids,dire_mean,competitor_mean,paired_gap_competitor_minus_dire_mean,paired_gap_std,paired_gap_values,relative_gap_vs_competitor,descriptive_paired_standardized_gap
tenx,layout,bottleneck_beta1,dire_auto,dire_spectral,DiRe (spectral init),layout_seed,3,"42,43,44",0.03427926575144132,0.03548337581257025,0.0012041100611289342,0.01873141448568048,"[0.005717970430850983, -0.019371790811419487, 0.017266150563955307]",0.03393448434808644,0.06428292225605464
tenx,layout,q99_dtw_beta0,dire_auto,dire_spectral,DiRe (spectral init),layout_seed,3,"42,43,44",0.41383333333333333,0.40641666666666665,-0.007416666666666664,0.0038917648096118336,"[-0.011499999999999955, -0.007000000000000006, -0.003750000000000031]",-0.018248923518556486,-1.905733524376671
tenx,layout,q99_dtw_beta1,dire_auto,dire_spectral,DiRe (spectral init),layout_seed,3,"42,43,44",0.08925,0.09758333333333334,0.008333333333333337,0.0035736302737319234,"[0.012249999999999997, 0.007500000000000007, 0.005250000000000005]",0.08539709649871907,2.3318957740502015
tenx,layout,q99_bottleneck_beta0,dire_auto,dire_spectral,DiRe (spectral init),layout_seed,3,"42,43,44",2.6149994367508933,2.6149994367508933,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,
tenx,layout,q99_bottleneck_beta1,dire_auto,dire_spectral,DiRe (spectral init),layout_seed,3,"42,43,44",0.13134666928990152,0.13134666928990152,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,
tenx,layout,dtw_beta0,dire_auto,dire_topology,DiRe (topology preset),layout_seed,3,"42,43,44",0.19000000000000003,0.25666666666666665,0.06666666666666667,0.00804803288595005,"[0.07550000000000001, 0.05975, 0.06474999999999997]",0.25974025974025977,8.283597695413349
tenx,layout,dtw_beta1,dire_auto,dire_topology,DiRe (topology preset),layout_seed,3,"42,43,44",0.050249999999999996,0.062,0.011749999999999998,0.002947456530637898,"[0.0085, 0.014249999999999999, 0.012499999999999997]",0.18951612903225803,3.9864879694958644
tenx,layout,bottleneck_beta0,dire_auto,dire_topology,DiRe (topology preset),layout_seed,3,"42,43,44",0.3910366892814636,0.3910366892814636,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,
tenx,layout,bottleneck_beta1,dire_auto,dire_topology,DiRe (topology preset),layout_seed,3,"42,43,44",0.03427926575144132,0.027576014399528503,-0.006703251351912816,0.0130145654694118,"[-0.000167015939950943, -0.02169046178460121, 0.0017477236688137054]",-0.24308267521166615,-0.5150576381261058
tenx,layout,q99_dtw_beta0,dire_auto,dire_topology,DiRe (topology preset),layout_seed,3,"42,43,44",0.41383333333333333,0.41050000000000003,-0.003333333333333336,0.00590726953281576,"[-0.0012499999999999734, -0.010000000000000009, 0.0012499999999999734]",-0.008120178643930174,-0.5642764926868792
tenx,layout,q99_dtw_beta1,dire_auto,dire_topology,DiRe (topology preset),layout_seed,3,"42,43,44",0.08925,0.09441666666666666,0.005166666666666667,0.004856267428111152,"[0.010499999999999995, 0.0010000000000000009, 0.0040000000000000036]",0.05472197705207414,1.0639172457346002
tenx,layout,q99_bottleneck_beta0,dire_auto,dire_topology,DiRe (topology preset),layout_seed,3,"42,43,44",2.6149994367508933,2.6149994367508933,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,
tenx,layout,q99_bottleneck_beta1,dire_auto,dire_topology,DiRe (topology preset),layout_seed,3,"42,43,44",0.13134666928990152,0.13134666928990152,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,
arxiv,subset,dtw_beta0,dire_auto,cuml_tsne,cuML t-SNE,subset_id,10,"0,1,2,3,4,5,6,7,8,9",3.46995,5.198500000000001,1.7285499999999998,0.17584197451120723,"[1.8547500000000001, 1.7097500000000005, 1.9675000000000002, 1.7034999999999996, 1.4459999999999997, 1.7454999999999998, 1.7412500000000004, 1.55375, 1.5722499999999995, 1.99125]",0.33250937770510713,9.83013302031496
arxiv,subset,dtw_beta1,dire_auto,cuml_tsne,cuML t-SNE,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.16237500000000002,0.461275,0.2989,0.046710425912090424,"[0.29075, 0.25375000000000003, 0.29125, 0.338, 0.3005, 0.24075000000000002, 0.2765, 0.27, 0.40125, 0.32625]",0.6479865589940925,6.3989996700636675
arxiv,subset,bottleneck_beta0,dire_auto,cuml_tsne,cuML t-SNE,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.35169721245765684,0.35111960470676423,-0.0005776077508926391,0.001826556086987895,"[0.0, 0.0, -0.005776077508926392, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.0016450455717931937,-0.31622776601683794
arxiv,subset,bottleneck_beta1,dire_auto,cuml_tsne,cuML t-SNE,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.026932626962661743,0.02459406554698944,-0.0023385614156723024,0.003032954453104182,"[0.0, 0.0, 0.0, 0.0, -0.000525331124663353, -0.007710304111242294, 0.0, -0.005758415907621384, -0.005192352458834648, -0.004199210554361343]",-0.09508641063041184,-0.7710506213764012
arxiv,subset,q99_dtw_beta0,dire_auto,cuml_tsne,cuML t-SNE,subset_id,10,"0,1,2,3,4,5,6,7,8,9",3.5631500000000003,4.5363750000000005,0.9732249999999999,0.512968545304897,"[1.3475000000000001, 1.3124999999999996, -0.23125000000000018, 1.1829999999999998, 1.0422499999999997, 1.3184999999999998, 1.2102500000000003, 1.1377500000000005, 1.072, 0.33975000000000044]",0.21453803973436936,1.8972410860426867
arxiv,subset,q99_dtw_beta1,dire_auto,cuml_tsne,cuML t-SNE,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.155775,0.432275,0.2765,0.0831826137015556,"[0.29700000000000004, 0.27025, 0.10900000000000001, 0.38250000000000006, 0.309, 0.2645, 0.268, 0.28099999999999997, 0.39375000000000004, 0.19]",0.6396391186166214,3.3240119262425774
arxiv,subset,q99_bottleneck_beta0,dire_auto,cuml_tsne,cuML t-SNE,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.4481942921473642,0.4395878810495125,-0.008606411097851808,0.037142273509219274,"[-0.015511125717527718, 0.0, 0.08132415446098934, -0.006780604497633902, 0.0, -0.0019561251189215145, -0.039879741924099266, -0.01138324098431237, -0.03345030888272582, -0.05842711831428682]",-0.019578362982400857,-0.23171470900174074
arxiv,subset,q99_bottleneck_beta1,dire_auto,cuml_tsne,cuML t-SNE,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.033952603172515014,0.033621074423581,-0.000331528748934018,0.0037284039662850276,"[0.0018580076714759947, 0.0, 0.0018560534954108754, 0.0, 0.007347950898627373, -0.004673471737540555, 0.0, -0.0032476479346220805, -0.005686634664812909, -0.0007695452178788781]",-0.009860742246282642,-0.0889197500946638
arxiv,subset,dtw_beta0,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",3.46995,5.3161249999999995,1.8461750000000001,0.1674337783689089,"[1.9775, 1.75, 1.9742500000000005, 1.9214999999999995, 1.7459999999999996, 2.05075, 1.85725, 1.8209999999999997, 1.4615, 1.9020000000000001]",0.34727832772931416,11.02629957936146
arxiv,subset,dtw_beta1,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.16237500000000002,0.517325,0.35495,0.09384493711555368,"[0.20375, 0.33924999999999994, 0.37024999999999997, 0.42024999999999996, 0.39250000000000007, 0.191, 0.35675, 0.38299999999999995, 0.5005000000000001, 0.39225]",0.6861257430048808,3.7823031365340567
arxiv,subset,bottleneck_beta0,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.35169721245765684,0.35169721245765684,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,
arxiv,subset,bottleneck_beta1,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.026932626962661743,0.02459406554698944,-0.0023385614156723024,0.003032954453104182,"[0.0, 0.0, 0.0, 0.0, -0.000525331124663353, -0.007710304111242294, 0.0, -0.005758415907621384, -0.005192352458834648, -0.004199210554361343]",-0.09508641063041184,-0.7710506213764012
arxiv,subset,q99_dtw_beta0,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",3.5631500000000003,3.62235,0.05920000000000001,0.05890550342144055,"[0.03200000000000003, 0.03799999999999981, 0.08124999999999982, -0.04800000000000004, 0.013749999999999929, 0.09675000000000011, 0.1422500000000002, 0.13375000000000004, 0.01949999999999985, 0.08275000000000032]",0.01634298176598065,1.0049994747766178
arxiv,subset,q99_dtw_beta1,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.155775,0.236,0.08022499999999999,0.12941526882696475,"[0.016250000000000014, 0.008000000000000007, 0.01949999999999999, 0.11449999999999996, 0.42924999999999996, 0.044749999999999984, 0.03075, 0.04949999999999999, 0.10650000000000001, -0.016749999999999987]",0.3399364406779661,0.6199036692282823
arxiv,subset,q99_bottleneck_beta0,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.4481942921473642,0.4296650348450187,-0.01852925730234551,0.0161622451240785,"[0.0, -0.00997167990585135, -0.007372526624582765, -0.0265904994625345, -0.033129452106215374, -0.04791436176845587, -0.0008576342717023788, -0.020513750631773908, -0.03270561141681699, -0.006237056835521948]",-0.04312488985525448,-1.146453179004236
arxiv,subset,q99_bottleneck_beta1,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.033952603172515014,0.03612110361197086,0.002168500439455841,0.012482760936586186,"[0.011450088136452333, 0.0, 0.0, 0.0, 0.0, 0.03128350713838181, -0.015095555900415059, -0.00643345346320974, -0.005686634664812909, 0.0061670531481619745]",0.06003416902071565,0.17371961623490703
arxiv,subset,dtw_beta0,dire_auto,dire,DiRe (IVF-Flat control),subset_id,10,"0,1,2,3,4,5,6,7,8,9",3.46995,3.6745000000000005,0.20455000000000007,0.037240546898955826,"[0.21425000000000027, 0.1495000000000002, 0.23150000000000004, 0.1472500000000001, 0.2397499999999999, 0.2504999999999997, 0.2070000000000003, 0.17649999999999988, 0.19225000000000003, 0.2370000000000001]",0.05566743774663221,5.492669067266984
arxiv,subset,dtw_beta1,dire_auto,dire,DiRe (IVF-Flat control),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.16237500000000002,0.137875,-0.0245,0.03406101551301396,"[-0.012500000000000011, -0.047000000000000014, -0.009250000000000008, -0.06874999999999999, 0.03025, -0.07324999999999998, -0.00899999999999998, -0.0485, 0.012749999999999997, -0.01974999999999999]",-0.17769718948322757,-0.7192974029397067
arxiv,subset,bottleneck_beta0,dire_auto,dire,DiRe (IVF-Flat control),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.35169721245765684,0.35169721245765684,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,
arxiv,subset,bottleneck_beta1,dire_auto,dire,DiRe (IVF-Flat control),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.026932626962661743,0.02553513031452894,-0.0013974966481328011,0.002697141740046889,"[0.0, 0.0, 0.0006356686353683472, 0.0, -0.000525331124663353, -0.007710304111242294, 0.0, -0.004566740244626999, 0.0001872628927230835, -0.001995522528886795]",-0.054728393038106234,-0.5181398616850245
arxiv,subset,q99_dtw_beta0,dire_auto,dire,DiRe (IVF-Flat control),subset_id,10,"0,1,2,3,4,5,6,7,8,9",3.5631500000000003,3.7312,0.16805000000000003,0.025312985249121123,"[0.17775000000000007, 0.11874999999999991, 0.20425000000000004, 0.14274999999999993, 0.1759999999999997, 0.18575000000000008, 0.1937500000000001, 0.1535000000000002, 0.16175000000000006, 0.16625000000000023]",0.04503912950257291,6.638885076023769
arxiv,subset,q99_dtw_beta1,dire_auto,dire,DiRe (IVF-Flat control),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.155775,0.135625,-0.020149999999999998,0.03150313035592213,"[-0.02174999999999999, -0.0315, -0.0030000000000000027, -0.03650000000000002, 0.04975, -0.058499999999999996, -0.02124999999999999, -0.051000000000000004, 0.006750000000000006, -0.034499999999999975]",-0.14857142857142855,-0.6396189766650313
arxiv,subset,q99_bottleneck_beta0,dire_auto,dire,DiRe (IVF-Flat control),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.4481942921473642,0.4481942921473642,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,
arxiv,subset,q99_bottleneck_beta1,dire_auto,dire,DiRe (IVF-Flat control),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.033952603172515014,0.032470866563726025,-0.0014817366087889875,0.0031727039983356275,"[0.0, 0.0, 0.0007736384097028759, 0.0, 0.0, -0.008875549606033525, 0.0, -0.005389224247328558, 0.0006121906570083074, -0.001938421301238974]",-0.045632801510886396,-0.4670264259024143
arxiv,subset,dtw_beta0,dire_auto,dire_spectral,DiRe (spectral init),subset_id,10,"0,1,2,3,4,5,6,7,8,9",3.46995,5.065075,1.595125,0.3388273948077727,"[0.8174999999999999, 1.7199999999999998, 2.0235000000000003, 1.51775, 1.6725000000000003, 1.8907499999999997, 1.7845, 1.6429999999999998, 1.5897499999999996, 1.2919999999999998]",0.31492623505081363,4.707780493678689
arxiv,subset,dtw_beta1,dire_auto,dire_spectral,DiRe (spectral init),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.16237500000000002,0.3049,0.142525,0.16215662224802566,"[0.37075, 0.04249999999999998, 0.010749999999999982, 0.02075000000000002, 0.055499999999999994, 0.026000000000000023, 0.10200000000000004, 0.3815, 0.0435, 0.372]",0.46744834371925226,0.8789341935231099
arxiv,subset,bottleneck_beta0,dire_auto,dire_spectral,DiRe (spectral init),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.35169721245765684,0.35118335485458374,-0.0005138576030731201,0.001624960418705798,"[0.0, 0.0, 0.0, -0.005138576030731201, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.0014632174218105972,-0.31622776601683794
arxiv,subset,bottleneck_beta1,dire_auto,dire_spectral,DiRe (spectral init),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.026932626962661743,0.02533724457025528,-0.0015953823924064637,0.0024187770117440003,"[0.0, 0.0, 0.0, 0.0, -0.000525331124663353, -0.0002785138785839081, 0.0, -0.005758415907621384, -0.005192352458834648, -0.004199210554361343]",-0.06296589938905064,-0.6595822536183904
arxiv,subset,q99_dtw_beta0,dire_auto,dire_spectral,DiRe (spectral init),subset_id,10,"0,1,2,3,4,5,6,7,8,9",3.5631500000000003,3.3137,-0.24944999999999995,0.05561184925695045,"[-0.20825000000000005, -0.33750000000000036, -0.15775000000000006, -0.31774999999999975, -0.20924999999999994, -0.29725, -0.22599999999999998, -0.22949999999999982, -0.26949999999999985, -0.2417499999999997]",-0.07527838971542383,-4.485554847267075
arxiv,subset,q99_dtw_beta1,dire_auto,dire_spectral,DiRe (spectral init),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.155775,0.11935,-0.036425,0.023582022931791822,"[-0.04249999999999998, -0.058499999999999996, -0.06425, 0.009749999999999981, -0.018000000000000002, -0.059, -0.03874999999999998, -0.03, -0.013749999999999998, -0.04924999999999999]",-0.3051948051948052,-1.544608793967971
arxiv,subset,q99_bottleneck_beta0,dire_auto,dire_spectral,DiRe (spectral init),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.4481942921473642,0.4275524285766152,-0.02064186357074908,0.015945212583379883,"[-0.015511125717527718, -0.021096346909297126, -0.014212689225884978, -0.006780604497633902, -0.033129452106215374, -0.04310306391001545, -0.039879741924099266, 0.0, -0.03270561141681699, 0.0]",-0.04827914003311565,-1.2945492863647763
arxiv,subset,q99_bottleneck_beta1,dire_auto,dire_spectral,DiRe (spectral init),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.033952603172515014,0.042205293927026766,0.008252690754511747,0.025634158473764775,"[0.0, 0.004027445472695179, 0.007329554460114421, 0.0, 0.0, 0.08050494416248434, 0.0009541151054530961, -0.0014131604287323934, -0.00537929376839455, -0.0034966974585026317]",0.19553686247940136,0.3219411615543356
arxiv,subset,dtw_beta0,dire_auto,dire_topology,DiRe (topology preset),subset_id,10,"0,1,2,3,4,5,6,7,8,9",3.46995,4.022875,0.552925,0.17964517689972448,"[0.4127500000000004, 0.3457500000000002, 0.4690000000000003, 0.3544999999999998, 0.7832499999999998, 0.8432500000000003, 0.48750000000000027, 0.7474999999999996, 0.5129999999999999, 0.5727500000000001]",0.13744523506198925,3.0778727797887684
arxiv,subset,dtw_beta1,dire_auto,dire_topology,DiRe (topology preset),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.16237500000000002,0.11005000000000001,-0.05232500000000001,0.03950914978415337,"[-0.03575000000000002, -0.11900000000000001, -0.07900000000000001, -0.08049999999999999, -0.006500000000000006, -0.07374999999999998, -0.06724999999999999, -0.010250000000000009, 0.00474999999999999, -0.05600000000000001]",-0.4754656974102681,-1.324376765530574
arxiv,subset,bottleneck_beta0,dire_auto,dire_topology,DiRe (topology preset),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.35169721245765684,0.35169721245765684,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,
arxiv,subset,bottleneck_beta1,dire_auto,dire_topology,DiRe (topology preset),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.026932626962661743,0.02459406554698944,-0.0023385614156723024,0.003032954453104182,"[0.0, 0.0, 0.0, 0.0, -0.000525331124663353, -0.007710304111242294, 0.0, -0.005758415907621384, -0.005192352458834648, -0.004199210554361343]",-0.09508641063041184,-0.7710506213764012
arxiv,subset,q99_dtw_beta0,dire_auto,dire_topology,DiRe (topology preset),subset_id,10,"0,1,2,3,4,5,6,7,8,9",3.5631500000000003,3.49985,-0.06329999999999991,0.04190859763289101,"[-0.035499999999999865, -0.09125000000000005, -0.020750000000000046, -0.12149999999999972, -0.11925000000000008, -0.004249999999999865, -0.03624999999999989, -0.042999999999999705, -0.09925000000000006, -0.06199999999999983]",-0.018086489420975158,-1.5104299254890923
arxiv,subset,q99_dtw_beta1,dire_auto,dire_topology,DiRe (topology preset),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.155775,0.09240000000000001,-0.06337499999999999,0.03321546870226448,"[-0.03474999999999999, -0.109, -0.10825, -0.05450000000000001, -0.021750000000000005, -0.0615, -0.06449999999999999, -0.08875, -0.014499999999999999, -0.07624999999999998]",-0.6858766233766231,-1.9079965593163335
arxiv,subset,q99_bottleneck_beta0,dire_auto,dire_topology,DiRe (topology preset),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.4481942921473642,0.4481942921473642,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,
arxiv,subset,q99_bottleneck_beta1,dire_auto,dire_topology,DiRe (topology preset),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.033952603172515014,0.03184650905696175,-0.00210609411555327,0.003466513752792158,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.008875549606033525, 0.0, -0.00643345346320974, -0.005686634664812909, -6.530342147652302e-05]",-0.06613265246078426,-0.6075539477830957
arxiv,subset,dtw_beta0,dire_auto,pca2,PCA (2D),subset_id,10,"0,1,2,3,4,5,6,7,8,9",3.46995,3.17135,-0.2985999999999999,0.07754006133032847,"[-0.2517499999999999, -0.351, -0.2157499999999999, -0.27725, -0.2597499999999999, -0.1797500000000003, -0.3627499999999997, -0.4224999999999999, -0.37975000000000003, -0.2857499999999997]",-0.09415548583410849,-3.8509126105528066
arxiv,subset,dtw_beta1,dire_auto,pca2,PCA (2D),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.16237500000000002,0.13504999999999998,-0.027325,0.03020739653719856,"[-0.014000000000000012, -0.09250000000000001, -0.05075000000000002, 0.0005000000000000004, -0.023250000000000007, -0.04099999999999998, -0.03175, -0.0020000000000000018, 0.012499999999999997, -0.031]",-0.20233246945575714,-0.9045797762263601
arxiv,subset,bottleneck_beta0,dire_auto,pca2,PCA (2D),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.35169721245765684,0.35169721245765684,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,
arxiv,subset,bottleneck_beta1,dire_auto,pca2,PCA (2D),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.026932626962661743,0.02459406554698944,-0.0023385614156723024,0.003032954453104182,"[0.0, 0.0, 0.0, 0.0, -0.000525331124663353, -0.007710304111242294, 0.0, -0.005758415907621384, -0.005192352458834648, -0.004199210554361343]",-0.09508641063041184,-0.7710506213764012
arxiv,subset,q99_dtw_beta0,dire_auto,pca2,PCA (2D),subset_id,10,"0,1,2,3,4,5,6,7,8,9",3.5631500000000003,2.9900500000000005,-0.5730999999999999,0.05907142569240504,"[-0.6252499999999999, -0.62975, -0.4700000000000002, -0.5742499999999997, -0.6000000000000001, -0.49624999999999986, -0.5707499999999999, -0.54725, -0.5587499999999999, -0.65875]",-0.19166903563485554,-9.70181425761127
arxiv,subset,q99_dtw_beta1,dire_auto,pca2,PCA (2D),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.155775,0.1307,-0.025075000000000004,0.04080578152119569,"[-0.0005000000000000004, -0.082, -0.08800000000000001, 0.013749999999999984, -0.007999999999999993, -0.04425, -0.04924999999999999, -0.0012500000000000011, 0.037000000000000005, -0.028249999999999997]",-0.19185156847742924,-0.6144962567859491
arxiv,subset,q99_bottleneck_beta0,dire_auto,pca2,PCA (2D),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.4481942921473642,0.4481942921473642,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,
arxiv,subset,q99_bottleneck_beta1,dire_auto,pca2,PCA (2D),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.033952603172515014,0.031393109712285934,-0.0025594934602290844,0.0034664420125300075,"[0.0, 0.0, 0.0, 0.0, 0.0, -0.008875549606033525, 0.0, -0.00643345346320974, -0.005686634664812909, -0.0045992968682346674]",-0.0815304212830947,-0.7383632701707938
arxiv,layout,dtw_beta0,dire_auto,cuml_tsne,cuML t-SNE,layout_seed,3,"42,43,44",3.661583333333333,5.635166666666667,1.9735833333333332,0.18197636064426967,"[2.1755, 1.8222500000000004, 1.9229999999999996]",0.3502262577267753,10.845273124190706
arxiv,layout,dtw_beta1,dire_auto,cuml_tsne,cuML t-SNE,layout_seed,3,"42,43,44",0.12658333333333335,0.42625,0.2996666666666667,0.04635213946878107,"[0.3125, 0.24825000000000003, 0.33825]",0.7030303030303031,6.4650018338095725
arxiv,layout,bottleneck_beta0,dire_auto,cuml_tsne,cuML t-SNE,layout_seed,3,"42,43,44",0.35578441619873047,0.35361844301223755,-0.00216597318649292,0.0037515756068375963,"[-0.00649791955947876, 0.0, 0.0]",-0.006125170305152785,-0.5773502691896257
arxiv,layout,bottleneck_beta1,dire_auto,cuml_tsne,cuML t-SNE,layout_seed,3,"42,43,44",0.02443756101032098,0.023601874709129333,-0.0008356863011916479,0.0014474511328532416,"[0.0, 0.0, -0.0025070589035749435]",-0.0354076238218653,-0.5773502691896258
arxiv,layout,q99_dtw_beta0,dire_auto,cuml_tsne,cuML t-SNE,layout_seed,3,"42,43,44",3.7115000000000005,2.8152500000000003,-0.8962499999999999,1.0861655893555089,"[-2.12275, -0.05600000000000005, -0.5099999999999998]",-0.31835538584495154,-0.8251504271386484
arxiv,layout,q99_dtw_beta1,dire_auto,cuml_tsne,cuML t-SNE,layout_seed,3,"42,43,44",0.12208333333333332,0.23083333333333333,0.10875,0.12247627321240634,"[-0.0165, 0.22825, 0.11449999999999999]",0.4711191335740072,0.8879270829166941
arxiv,layout,q99_bottleneck_beta0,dire_auto,cuml_tsne,cuML t-SNE,layout_seed,3,"42,43,44",0.44698233162903317,0.8218842315479238,0.3749018999188907,0.6444485470006962,"[1.1128570417861936, -0.07702496983648116, 0.08887362780695962]",0.4561492793368312,0.5817406240788463
arxiv,layout,q99_bottleneck_beta1,dire_auto,cuml_tsne,cuML t-SNE,layout_seed,3,"42,43,44",0.030580674958561236,0.035888529473744046,0.005307854515182807,0.005280736805403718,"[0.0, 0.005362514271691342, 0.010561049273857079]",0.1478983561883197,1.0051352132814761
arxiv,layout,dtw_beta0,dire_auto,cuml_umap,cuML UMAP,layout_seed,3,"42,43,44",3.661583333333333,5.506083333333334,1.8445,0.0652145497569369,"[1.8912499999999999, 1.8722500000000002, 1.77]",0.3349931136772963,28.283565659422493
arxiv,layout,dtw_beta1,dire_auto,cuml_umap,cuML UMAP,layout_seed,3,"42,43,44",0.12658333333333335,0.40075,0.27416666666666667,0.12779801772067254,"[0.2175, 0.1845, 0.4205]",0.6841339155749636,2.145312357394395
arxiv,layout,bottleneck_beta0,dire_auto,cuml_umap,cuML UMAP,layout_seed,3,"42,43,44",0.35578441619873047,0.35578441619873047,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,
arxiv,layout,bottleneck_beta1,dire_auto,cuml_umap,cuML UMAP,layout_seed,3,"42,43,44",0.02443756101032098,0.023601874709129333,-0.0008356863011916479,0.0014474511328532416,"[0.0, 0.0, -0.0025070589035749435]",-0.0354076238218653,-0.5773502691896258
arxiv,layout,q99_dtw_beta0,dire_auto,cuml_umap,cuML UMAP,layout_seed,3,"42,43,44",3.7115000000000005,3.7383333333333333,0.026833333333333265,0.06145391227036187,"[-0.02300000000000013, 0.09549999999999992, 0.008000000000000007]",0.007177886758805154,0.4366415797139494
arxiv,layout,q99_dtw_beta1,dire_auto,cuml_umap,cuML UMAP,layout_seed,3,"42,43,44",0.12208333333333332,0.29841666666666666,0.17633333333333331,0.22425018580445666,"[0.04375, 0.05, 0.43524999999999997]",0.5908963976542865,0.7863241348084936
arxiv,layout,q99_bottleneck_beta0,dire_auto,cuml_umap,cuML UMAP,layout_seed,3,"42,43,44",0.44698233162903317,0.4366415811506814,-0.010340750478351812,0.008955352608448755,"[0.0, -0.015511125717527718, -0.015511125717527718]",-0.023682468470137077,-1.1547005383792517
arxiv,layout,q99_bottleneck_beta1,dire_auto,cuml_umap,cuML UMAP,layout_seed,3,"42,43,44",0.030580674958561236,0.0359330031482561,0.0053523281896948605,0.005761326319647214,"[0.011450088136452333, 0.0, 0.004606896432632249]",0.14895298808206126,0.9290097267086587
arxiv,layout,dtw_beta0,dire_auto,dire,DiRe (IVF-Flat control),layout_seed,3,"42,43,44",3.661583333333333,3.7749166666666665,0.11333333333333329,0.04417460620462089,"[0.1157499999999998, 0.06800000000000006, 0.15625]",0.03002273780878164,2.5655765397967043
arxiv,layout,dtw_beta1,dire_auto,dire,DiRe (IVF-Flat control),layout_seed,3,"42,43,44",0.12658333333333335,0.13883333333333334,0.012249999999999992,0.01039531144314589,"[0.0015000000000000013, 0.022249999999999992, 0.012999999999999984]",0.088235294117647,1.1784158720975102
arxiv,layout,bottleneck_beta0,dire_auto,dire,DiRe (IVF-Flat control),layout_seed,3,"42,43,44",0.35578441619873047,0.35578441619873047,0.0,0.0,"[0.0, 0.0, 0.0]",0.0,
