dataset,basis,metric,dire_method,competitor,competitor_display,pair_id_field,paired_record_count,paired_ids,dire_mean,competitor_mean,paired_gap_competitor_minus_dire_mean,paired_gap_std,paired_gap_values,relative_gap_vs_competitor,descriptive_paired_standardized_gap
tenx,subset,bottleneck_beta1,dire_auto,cuml_tsne,cuML t-SNE,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.032455158047378065,0.014140013605356216,-0.018315144442021848,0.004555209391943215,"[-0.015227414667606354, -0.021399646066129208, -0.022463008761405945, -0.01550806313753128, -0.018328115344047546, -0.008889488875865936, -0.017659837380051613, -0.024531112983822823, -0.02197493612766266, -0.017169821076095104]",-1.2952706378644572,-4.020703082149371
tenx,subset,q99_dtw_beta0,dire_auto,cuml_tsne,cuML t-SNE,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.41525000000000006,0.418025,0.002774999999999983,0.0029567484017262897,"[0.005249999999999977, 0.0022500000000000298, 0.0030000000000000027, 0.0010000000000000009, 0.0004999999999999449, 0.009999999999999898, 0.0030000000000000027, 0.0, 0.0015000000000000013, 0.0012499999999999734]",0.006638358949823535,0.9385309884262749
tenx,subset,q99_dtw_beta1,dire_auto,cuml_tsne,cuML t-SNE,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.074075,0.07325000000000001,-0.0008250000000000028,0.0061543232320413945,"[0.006499999999999992, 0.0025000000000000022, 0.0014999999999999875, 0.0010000000000000009, -0.004750000000000004, -0.014249999999999999, -0.0002500000000000002, 0.003500000000000003, -0.007000000000000006, 0.0029999999999999957]",-0.011262798634812323,-0.13405210758264796
tenx,subset,q99_bottleneck_beta0,dire_auto,cuml_tsne,cuML t-SNE,subset_id,10,"0,1,2,3,4,5,6,7,8,9",2.687212553767567,2.687212553767567,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,
tenx,subset,q99_bottleneck_beta1,dire_auto,cuml_tsne,cuML t-SNE,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.05233834839185558,0.05130708261336736,-0.0010312657784882205,0.0023214491827540876,"[0.0, -0.006882853224408361, -0.0034298045604738425, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",-0.020099871712829336,-0.4442336218899102
tenx,subset,dtw_beta0,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.221325,0.20237500000000003,-0.018949999999999995,0.016098999278768154,"[-0.0345, -0.004250000000000004, -0.01974999999999999, -0.03174999999999999, 0.006500000000000006, -0.04824999999999996, -0.016999999999999987, -0.011499999999999996, -0.021750000000000047, -0.0072499999999999926]",-0.09363804817788754,-1.1770917975623383
tenx,subset,dtw_beta1,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.046475,0.04792500000000001,0.0014499999999999988,0.010997348165201764,"[0.009250000000000001, -0.008249999999999997, -0.0072499999999999995, 0.0027500000000000024, 0.012499999999999997, -0.019250000000000003, 0.012499999999999997, 0.004749999999999999, 0.01274999999999999, -0.005249999999999998]",0.030255607720396423,0.1318499676665821
tenx,subset,bottleneck_beta0,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.4270747244358063,0.4270747244358063,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,
tenx,subset,bottleneck_beta1,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.032455158047378065,0.03950318563729525,0.007048027589917183,0.005802429341863851,"[-0.002074155956506729, 0.005383718758821487, -0.0023457184433937073, 0.007032065652310848, 0.010371416807174683, 0.014269043691456318, 0.014870543032884598, 0.007817074656486511, 0.008853601291775703, 0.006302686408162117]",0.17841668909008412,1.214668404329629
tenx,subset,q99_dtw_beta0,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.41525000000000006,0.412575,-0.0026750000000000107,0.0037006943792873446,"[0.0027499999999999747, -0.005499999999999949, 0.0005000000000000004, -0.0015000000000000013, -0.006750000000000034, -0.00550000000000006, -0.0007499999999999729, -0.0012500000000000289, -0.008750000000000036, 0.0]",-0.0064836696358238155,-0.7228373180373637
tenx,subset,q99_dtw_beta1,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.074075,0.08014999999999999,0.006074999999999998,0.0026667968718212414,"[0.009749999999999995, 0.0050000000000000044, 0.0072499999999999926, 0.0034999999999999892, 0.0059999999999999915, 0.010250000000000009, 0.0050000000000000044, 0.003250000000000003, 0.007999999999999993, 0.0027499999999999955]",0.07579538365564566,2.27801377157428
tenx,subset,q99_bottleneck_beta0,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",2.687212553767567,2.687212553767567,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,
tenx,subset,q99_bottleneck_beta1,dire_auto,cuml_umap,cuML UMAP,subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.05233834839185558,0.05490155023106365,0.0025632018392080687,0.003383970695956071,"[0.0, 0.005595674664205935, 0.0026917183695735203, 0.0, 0.0, 0.004518979518104239, 0.0027023875344504428, 0.0, 0.01012325830574655, 0.0]",0.04668723976682525,0.757453911250224
tenx,subset,dtw_beta0,dire_auto,dire,DiRe (IVF-Flat control),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.221325,0.22035,-0.0009750000000000008,0.004091743040699297,"[-0.0062500000000000056, 0.0015000000000000013, 0.002250000000000002, -0.005999999999999978, -0.0020000000000000018, 0.0030000000000000027, -0.0020000000000000018, -0.0015000000000000013, -0.004750000000000032, 0.006000000000000005]",-0.004424778761061951,-0.23828475793860432
tenx,subset,dtw_beta1,dire_auto,dire,DiRe (IVF-Flat control),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.046475,0.049425,0.0029499999999999986,0.004356986726320536,"[0.009250000000000001, -0.0012499999999999942, 0.003999999999999997, 0.0020000000000000018, -0.0062500000000000056, 0.001999999999999988, 0.0027499999999999955, 0.006999999999999999, 0.005749999999999998, 0.004250000000000004]",0.05968639352554373,0.6770734421060002
tenx,subset,bottleneck_beta0,dire_auto,dire,DiRe (IVF-Flat control),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.4270747244358063,0.4270747244358063,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,
tenx,subset,bottleneck_beta1,dire_auto,dire,DiRe (IVF-Flat control),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.032455158047378065,0.031398212723433974,-0.0010569453239440917,0.004104627865415611,"[9.521469473838806e-05, -0.008698903024196625, -0.0014947950839996338, 0.004279129207134247, 0.0018870644271373749, 0.0021898113191127777, -0.004767388105392456, -0.004406841471791267, 0.0030031949281692505, -0.002655940130352974]",-0.03366259516915889,-0.2575008888989919
tenx,subset,q99_dtw_beta0,dire_auto,dire,DiRe (IVF-Flat control),subset_id,10,"0,1,2,3,4,5,6,7,8,9",0.41525000000000006,0.41537500000000005,0.0001249999999999918,0.0024895615410482747,"[0.005249999999999977, 0.0010000000000000009, 0.0017500000000000293, -0.000250000000000028, -0.003249999999999975, -0.0002500000000000835, 0.000250000000000028, -0.0025000000000000022, 0.0015000000000000013, -0.0022500000000000298]",0.00030093289196507196,0.05020964452534011
