dataset,m,metric,dire_method,competitor,competitor_display,dire_value,competitor_value,gap_competitor_minus_dire,winner
arxiv,4000,dtw_beta1,dire_auto,dire,DiRe (IVF-Flat control),0.1445,0.12075,-0.023749999999999993,dire
arxiv,4000,bottleneck_beta0,dire_auto,dire,DiRe (IVF-Flat control),0.35578441619873047,0.35578441619873047,0.0,tie
arxiv,4000,bottleneck_beta1,dire_auto,dire,DiRe (IVF-Flat control),0.023601874709129333,0.023601874709129333,0.0,tie
arxiv,4000,q99_dtw_beta0,dire_auto,dire,DiRe (IVF-Flat control),3.73875,3.806,0.06725000000000003,dire_auto
arxiv,4000,q99_dtw_beta1,dire_auto,dire,DiRe (IVF-Flat control),0.13875,0.126,-0.012750000000000011,dire
arxiv,4000,q99_bottleneck_beta0,dire_auto,dire,DiRe (IVF-Flat control),0.4469823316290332,0.4469823316290332,0.0,tie
arxiv,4000,q99_bottleneck_beta1,dire_auto,dire,DiRe (IVF-Flat control),0.029651723088428505,0.029651723088428505,0.0,tie
arxiv,1000,dtw_beta0,dire_auto,dire_spectral,DiRe (spectral init),2.196,3.56,1.3639999999999999,dire_auto
arxiv,1000,dtw_beta1,dire_auto,dire_spectral,DiRe (spectral init),0.409,0.144,-0.265,dire_spectral
arxiv,1000,bottleneck_beta0,dire_auto,dire_spectral,DiRe (spectral init),0.3852379024028778,0.3852379024028778,0.0,tie
arxiv,1000,bottleneck_beta1,dire_auto,dire_spectral,DiRe (spectral init),0.029324322938919067,0.029324322938919067,0.0,tie
arxiv,1000,q99_dtw_beta0,dire_auto,dire_spectral,DiRe (spectral init),2.135,2.057,-0.07799999999999985,dire_spectral
arxiv,1000,q99_dtw_beta1,dire_auto,dire_spectral,DiRe (spectral init),0.447,0.487,0.03999999999999998,dire_auto
arxiv,1000,q99_bottleneck_beta0,dire_auto,dire_spectral,DiRe (spectral init),0.46490040521371445,0.4554114505904979,-0.009488954623216528,dire_spectral
arxiv,1000,q99_bottleneck_beta1,dire_auto,dire_spectral,DiRe (spectral init),0.035388235508208576,0.035388235508208576,0.0,tie
arxiv,2000,dtw_beta0,dire_auto,dire_spectral,DiRe (spectral init),2.733,4.6155,1.8824999999999998,dire_auto
arxiv,2000,dtw_beta1,dire_auto,dire_spectral,DiRe (spectral init),0.1205,0.5075,0.38699999999999996,dire_auto
arxiv,2000,bottleneck_beta0,dire_auto,dire_spectral,DiRe (spectral init),0.37049227952957153,0.37049227952957153,0.0,tie
arxiv,2000,bottleneck_beta1,dire_auto,dire_spectral,DiRe (spectral init),0.022107288241386414,0.022107288241386414,0.0,tie
arxiv,2000,q99_dtw_beta0,dire_auto,dire_spectral,DiRe (spectral init),2.7235,2.6415,-0.08199999999999985,dire_spectral
arxiv,2000,q99_dtw_beta1,dire_auto,dire_spectral,DiRe (spectral init),0.1215,0.1075,-0.013999999999999999,dire_spectral
arxiv,2000,q99_bottleneck_beta0,dire_auto,dire_spectral,DiRe (spectral init),0.46193402700481456,0.44968612168814054,-0.012247905316674024,dire_spectral
arxiv,2000,q99_bottleneck_beta1,dire_auto,dire_spectral,DiRe (spectral init),0.027563620749308293,0.04146289528137034,0.01389927453206205,dire_auto
arxiv,4000,dtw_beta0,dire_auto,dire_spectral,DiRe (spectral init),3.7585,5.70425,1.9457499999999999,dire_auto
arxiv,4000,dtw_beta1,dire_auto,dire_spectral,DiRe (spectral init),0.1445,0.163,0.018500000000000016,dire_auto
arxiv,4000,bottleneck_beta0,dire_auto,dire_spectral,DiRe (spectral init),0.35578441619873047,0.35578441619873047,0.0,tie
arxiv,4000,bottleneck_beta1,dire_auto,dire_spectral,DiRe (spectral init),0.023601874709129333,0.023601874709129333,0.0,tie
arxiv,4000,q99_dtw_beta0,dire_auto,dire_spectral,DiRe (spectral init),3.73875,3.82,0.08124999999999982,dire_auto
arxiv,4000,q99_dtw_beta1,dire_auto,dire_spectral,DiRe (spectral init),0.13875,0.11325,-0.02550000000000001,dire_spectral
arxiv,4000,q99_bottleneck_beta0,dire_auto,dire_spectral,DiRe (spectral init),0.4469823316290332,0.3849305651028351,-0.06205176652619815,dire_spectral
arxiv,4000,q99_bottleneck_beta1,dire_auto,dire_spectral,DiRe (spectral init),0.029651723088428505,0.03595284397593229,0.006301120887503786,dire_auto
arxiv,1000,dtw_beta0,dire_auto,pca2,PCA (2D),2.196,1.932,-0.26400000000000023,pca2
arxiv,1000,dtw_beta1,dire_auto,pca2,PCA (2D),0.409,0.528,0.11900000000000005,dire_auto
arxiv,1000,bottleneck_beta0,dire_auto,pca2,PCA (2D),0.3852379024028778,0.3852379024028778,0.0,tie
arxiv,1000,bottleneck_beta1,dire_auto,pca2,PCA (2D),0.029324322938919067,0.029324322938919067,0.0,tie
arxiv,1000,q99_dtw_beta0,dire_auto,pca2,PCA (2D),2.135,1.78,-0.35499999999999976,pca2
arxiv,1000,q99_dtw_beta1,dire_auto,pca2,PCA (2D),0.447,0.522,0.07500000000000001,dire_auto
arxiv,1000,q99_bottleneck_beta0,dire_auto,pca2,PCA (2D),0.46490040521371445,0.46490040521371445,0.0,tie
arxiv,1000,q99_bottleneck_beta1,dire_auto,pca2,PCA (2D),0.035388235508208576,0.035388235508208576,0.0,tie
arxiv,2000,dtw_beta0,dire_auto,pca2,PCA (2D),2.733,2.5,-0.2330000000000001,pca2
arxiv,2000,dtw_beta1,dire_auto,pca2,PCA (2D),0.1205,0.1735,0.05299999999999999,dire_auto
arxiv,2000,bottleneck_beta0,dire_auto,pca2,PCA (2D),0.37049227952957153,0.37049227952957153,0.0,tie
arxiv,2000,bottleneck_beta1,dire_auto,pca2,PCA (2D),0.022107288241386414,0.022107288241386414,0.0,tie
arxiv,2000,q99_dtw_beta0,dire_auto,pca2,PCA (2D),2.7235,2.279,-0.4445000000000001,pca2
arxiv,2000,q99_dtw_beta1,dire_auto,pca2,PCA (2D),0.1215,0.478,0.3565,dire_auto
arxiv,2000,q99_bottleneck_beta0,dire_auto,pca2,PCA (2D),0.46193402700481456,0.46193402700481456,0.0,tie
arxiv,2000,q99_bottleneck_beta1,dire_auto,pca2,PCA (2D),0.027563620749308293,0.027563620749308293,0.0,tie
arxiv,4000,dtw_beta0,dire_auto,pca2,PCA (2D),3.7585,3.3295,-0.42900000000000027,pca2
arxiv,4000,dtw_beta1,dire_auto,pca2,PCA (2D),0.1445,0.124,-0.02049999999999999,pca2
arxiv,4000,bottleneck_beta0,dire_auto,pca2,PCA (2D),0.35578441619873047,0.35578441619873047,0.0,tie
arxiv,4000,bottleneck_beta1,dire_auto,pca2,PCA (2D),0.023601874709129333,0.023601874709129333,0.0,tie
arxiv,4000,q99_dtw_beta0,dire_auto,pca2,PCA (2D),3.73875,3.0295,-0.7092499999999999,pca2
arxiv,4000,q99_dtw_beta1,dire_auto,pca2,PCA (2D),0.13875,0.142,0.003249999999999975,dire_auto
arxiv,4000,q99_bottleneck_beta0,dire_auto,pca2,PCA (2D),0.4469823316290332,0.4469823316290332,0.0,tie
arxiv,4000,q99_bottleneck_beta1,dire_auto,pca2,PCA (2D),0.029651723088428505,0.029651723088428505,0.0,tie
